Prediction,x,y
0,-3.887719654,-5.28806444
0,5.1363489,7.251062692
0,-6.872200906,-7.960082764
0,-9.578828026,-9.490342589
0,-3.712241276,7.634178527
0,-4.423101929,-6.17165297
0,-9.342691241,-5.187631461
1,-0.958503284,-3.899333182
0,8.637903034,-8.336996158
0,9.72825839,-3.85772643
0,1.567083508,-4.905461358
1,-3.940274653,0.080331317
0,2.353484278,-6.841159148
0,-4.157352398,4.590989933
1,0.292701845,-3.014416377
0,8.961154125,-0.055683065
0,-5.836138775,-2.96153949
0,-8.395815617,-6.762133775
1,-2.217684061,3.305172037
1,0.803847678,-2.906104123
0,-2.095649209,6.14911306
0,-4.906000733,-4.798197816
0,-5.463050328,5.554284736
0,5.029657427,2.548431673
0,6.832998891,1.369471927
0,2.139811857,-7.513117548
0,-7.060577042,-8.016969164
0,4.166458792,-4.545422377
0,-5.308569776,-3.194492669
1,1.682551453,-1.707431103
1,-2.148407772,-4.276758311
0,9.826133054,-0.562245236
0,-9.495594252,1.710149807
1,3.546988301,-0.932306858
0,8.399462122,-9.216341992
0,-5.965857084,-1.691147582
0,-5.825880232,-0.795614089
0,-8.596561813,4.728709449
0,-3.717058393,-9.429341513
0,-6.75492574,6.759292046
0,-0.500924158,-7.881743779
0,-6.194409145,3.885233664
0,5.307591717,8.974589498
0,-9.287249899,-3.785563796
0,-7.836739046,2.143120385
1,-4.251189944,-1.49487582
0,-3.134891149,-4.058864047
0,-4.377423926,8.714808909
0,-1.476274696,-6.015620544
0,-6.007748907,-7.343805152
0,-8.415494105,3.652657008
1,-1.667352899,3.841829569
0,-1.223025032,6.4470306
1,-0.615253359,1.704246809
0,3.205568032,9.104129967
1,2.300605383,-3.903348915
0,-6.411153049,-6.61184552
0,3.511133098,-9.5555417
0,-1.747421184,5.885538756
0,8.769571911,-1.743304908
0,-9.004426262,3.259741833
1,-0.650837408,1.165360335
1,-2.869843714,-2.829758554
0,-4.837238385,7.522723025
0,-9.362664292,-3.131107526
0,-6.321171014,-1.74761972
0,-7.05217948,-1.59871621
0,0.413360426,9.091117631
0,8.984883486,-9.501527467
0,-3.342700197,7.375349187
0,5.577267286,-3.44509641
0,4.488652767,5.200397329
0,4.402220226,-3.201495768
1,-3.995556428,1.243196531
0,-8.849289926,-3.45288157
0,5.076513573,-6.227092952
0,4.913136549,-7.473683076
0,-6.586789875,-1.910934805
0,-5.326235616,7.577511422
0,-8.844731336,2.793499462
0,-9.392224202,-5.164685835
0,8.925126416,-4.362817835
0,-9.153653401,5.973959852
0,-7.204405225,4.783341146
1,2.487948257,-2.751604436
0,-9.150395008,-9.943160548
0,9.765701435,-8.832418378
0,-6.507095308,2.669822342
0,-8.851420972,7.242077393
0,-8.649088107,-4.723062822
0,-6.730303571,-7.253749338
0,6.0682489,-5.916447053
1,0.469273543,2.589480222
0,-9.421203534,-1.142505931
1,0.954777961,2.226158222
0,0.972301007,9.959169854
0,4.338898976,-4.895444825
1,1.095302904,3.439167551
0,6.349971412,-0.365598501
0,8.824280817,-6.356504289
0,-9.718716426,-3.154732684
0,4.410955364,4.958335764
0,9.781072885,-0.293008721
0,-8.48133659,-0.749309921
0,-6.623338701,8.844648912
0,-1.903693776,-8.02684586
0,-9.702990932,-8.826224765
0,-9.209072585,9.970655528
1,2.332303983,-4.14941838
0,-8.292947528,-3.173099994
1,3.952477936,0.429995519
0,4.10977276,9.200116989
0,-9.624869979,-2.67577403
0,3.221177076,6.573421718
0,-2.106084222,-6.885654689
0,-1.253194305,6.528230901
0,-6.672744085,-6.733494848
1,4.816857734,0.364906236
1,0.760971746,-1.936711625
1,-1.846343527,-2.110708857
0,9.637700731,-3.940322954
1,-3.949355373,1.602302594
0,-5.216679129,3.804061462
0,-3.802008469,4.252768544
0,-9.518993297,3.21941299
0,-1.93897491,7.629758419
0,1.14541823,8.549357186
1,-3.165276155,1.614438856
0,8.292053368,5.25568985
0,9.324850576,8.497393575
0,-6.058649362,-6.312919899
0,6.37470986,-0.895130271
0,-6.186542585,-5.215682619
1,-4.339143154,-1.386791952
0,-4.371518347,6.294321327
0,0.578274053,9.021985772
0,-0.021663788,-9.920042996
0,3.042329493,7.67932519
1,3.012181992,2.099354596
1,-1.319609989,-0.947219452
0,-0.16420081,-6.06002429
0,-1.557369988,7.674958033
0,-6.439652511,0.597786062
0,7.692367815,-7.080676619
1,-0.800141784,3.220538405
0,-3.574885533,-5.763186994
0,8.180322727,-2.875230044
0,2.334617574,-7.094421281
1,1.812966334,4.460713181
0,-2.587944193,-5.670663794
0,1.54240265,-7.895093762
1,1.186370589,-1.609035252
0,-8.870968025,-2.889440281
0,9.166014377,9.638896417
0,-4.359818627,-4.888783909
0,6.013655035,-0.547896494
0,-0.432075297,-6.253417057
0,9.156932363,1.511631777
1,2.805340637,-0.029540497
0,3.288131732,6.390763845
0,2.797103774,7.006288864
0,8.050407824,7.379627533
0,-0.103625275,6.031481131
0,-0.92063284,5.720743008
0,-7.103462858,4.305245378
0,7.595742413,2.668996839
0,0.487982215,5.133783932
0,-7.955179041,-4.065829191
1,-2.566731412,0.121460121
1,-4.446100327,0.500170633
0,9.376741382,2.209617423
0,6.32592943,8.190434204
0,-8.134847055,9.632159609
0,8.842912401,7.932189157
1,-4.134479884,2.003507023
0,-6.400958708,9.335510443
1,1.016536519,0.188609377
0,6.019332906,-4.971889656
0,-5.221843699,-0.550009833
1,1.348172645,0.548723779
0,-1.976075409,-6.192285166
1,-1.830426036,0.522028183
0,-5.289117984,8.69639252
0,-4.249558764,5.984065468
1,-2.434295487,1.842344265
1,-1.226003137,-2.397202033
0,-3.95819346,-9.511441934
0,-9.056161924,-7.791492105
0,7.908459594,-3.233123408
1,-4.391193417,0.433462293
0,-1.282364189,8.036870103
0,3.311751659,-5.094366951
0,0.810953867,9.545836496
1,3.908672607,0.107983662
1,0.546249678,2.735025747
0,4.683462719,9.66390713
0,8.33909264,-5.024828509
1,-3.511161858,-2.897084653
0,4.941573573,-6.277923937
0,-3.06043869,9.077541443
1,-3.218099266,-2.342937252
0,5.75106114,-2.09930401
0,4.918374372,-2.686509779
0,8.847237505,-5.103821703
0,7.007667992,7.013611401
0,-0.11537979,-6.002665363
0,7.60504258,-6.822552002
0,5.224068336,3.455971221
1,-0.902826084,-0.05497514
0,-2.844010857,9.352789848
0,-7.312875021,4.893420377
0,5.821759832,5.14621073
1,-0.558902689,4.88451965
0,-6.972899056,-6.45732394
0,-3.355074309,6.110417278
0,-9.76137403,-2.955707405
0,-8.052238161,-5.620745276
0,8.898606352,-2.135748355
0,2.577461501,-9.594784724
0,8.803062788,0.696974853
0,2.563294172,-7.300191531
0,-6.486861614,-5.543339981
1,-1.939408207,-0.991209658
0,4.205898321,-9.29365286
0,-9.806707997,1.629202393
0,4.213934366,3.457913973
0,-7.851212856,8.882622429
0,2.920245904,9.922133513
0,4.512915913,4.235018543
1,2.176852866,-0.431995391
0,6.189058628,-4.020552114
0,8.585764629,-8.272729106
1,-3.152794839,2.491131702
0,-8.084435509,-4.743549444
1,-2.649305967,2.11576945
0,7.929298989,-4.937986907
1,0.993813802,-0.700062737
0,1.317287511,6.147180664
0,6.22976319,9.287668877
0,6.592254486,7.311822933
1,0.142707718,-1.230582974
0,-4.000489233,3.519774678
0,7.68715187,5.950340874
0,5.006413496,-8.674073549
0,5.856613877,-6.463008726
0,3.361800391,8.306836229
0,-7.186764973,3.220540242
0,-8.845367603,-8.212170341
0,-8.66618712,-4.736114653
0,6.044549349,-7.865082793
0,7.489159793,1.279795043
0,5.235674019,1.761691804
0,9.893647043,-9.360540357
0,-5.755697007,7.625859615
0,-7.052510064,7.420952085
0,7.640673443,2.618602708
0,-6.746225383,-7.902991814
0,1.890552388,-8.823405352
0,0.408368425,-5.719032654
0,-1.15929188,4.884380163
1,0.582221502,4.554421088
0,-4.151527054,-3.28308945
0,-6.806177161,-2.777425796
0,-0.995094447,-6.742743614
0,6.287483305,0.573233387
0,9.954698984,-4.334468602
1,-4.041752424,2.396282052
0,8.829315046,2.179307719
0,-9.321373504,7.397713732
1,-0.573833647,-1.85996305
0,-4.626331691,-3.24715778
0,8.62951433,-6.835296714
1,-3.979324772,2.674102204
0,3.483849419,5.402811146
0,-3.697944456,-7.982963021
1,-2.21430658,-1.569635911
0,-9.417240414,-3.53270981
1,-3.13830111,2.441964977
0,4.157026055,8.67148089
1,2.809023072,2.403311546
0,-1.903527398,6.520609391
0,-6.548381673,-5.772128192
1,-1.830017379,-1.009766035
0,5.484261433,4.276052821
1,-4.037663013,-2.493988408
0,-2.865227218,-6.296891412
0,-7.182835393,4.236290021
1,2.869545525,-2.195525128
0,7.572072558,-9.250502908
1,-1.323589369,-3.141348729
0,-5.476628095,3.496027917
0,-3.619215763,-9.650234687
0,6.23564401,2.923219887
0,9.024390194,-4.824205491
0,-5.675277776,0.726931542
0,-1.904888211,-9.700525405
0,-6.734927204,6.133840468
0,1.775069889,-9.066330337
0,-7.548928425,4.643569371
1,-1.353707743,4.014659293
0,-9.519690176,-0.324451061
0,-9.921653721,-6.397392116
0,7.579557035,-1.241057217
0,9.577344219,9.556444319
1,-2.082340352,-0.455505001
0,-5.18446165,0.682269931
0,8.046131148,-9.535950972
0,1.574097093,8.798978544
0,5.708058998,4.988962892
0,-2.402359093,7.081624341
0,-1.096476376,-7.076994228
0,5.682456773,3.014060265
0,7.430505526,-3.494812977
0,9.354176236,-4.808588815
1,-0.490349895,2.785979759
1,3.335491315,-1.283017429
0,8.509835006,-0.015162669
0,5.30505751,0.857317446
0,5.079802957,4.04674277
0,1.180788492,9.604676023
0,-7.671551134,5.140094124
1,-2.735169008,3.555059938
0,8.723865495,9.607213804
1,2.869001872,1.043593618
0,8.345558107,9.018849545
0,-9.882472547,2.982778565
0,7.587087625,-7.735349106
0,5.815269262,-8.017553234
1,3.339139077,-2.73726013
0,7.611450193,-3.051392584
0,0.246751983,-6.544839447
0,1.43932868,5.167004496
0,2.571164258,9.451965134
0,-2.925651417,-5.151629319
0,-6.249351198,-8.70047167
1,2.999591268,-3.170344674
0,-9.465397274,-7.257392663
1,-3.227064991,3.678557791
0,-4.388653016,-2.429158246
0,-3.9521144,-8.080740357
1,3.304075989,-2.610791151
0,-2.390292365,5.709289574
0,0.980118676,-8.883538314
0,9.974109129,-0.689511488
0,-3.214233485,-7.823094546
1,2.340421143,-3.226397767
0,-7.268008004,5.983917427
1,-3.174428591,1.24253212
1,-1.628118274,0.11559012
0,6.974438943,-1.246993591
1,-2.242607391,-0.965163732
1,3.467856577,1.088044762
1,4.890291004,-0.214601924
0,-0.487404634,-7.712690439
0,2.911976284,-7.661201935
0,-7.465679244,-9.507866775
0,-0.279886335,9.907206755
0,-5.108360476,-2.943838405
0,4.926104107,3.607779146
0,8.693770848,-9.323237634
1,1.335330126,1.377081275
0,-6.776840008,3.645715316
0,0.319224089,-9.873355926
0,8.084151209,-5.647865453
0,2.774312533,-8.605572891
0,0.391918513,-9.87230506
0,-5.73029809,9.455627161
0,-5.220738259,-0.489676384
1,1.23481676,-3.081893697
0,-5.800769659,1.566403317
0,7.320753271,1.7670428
0,3.173714685,9.795212365
1,-0.224244716,2.936590554
0,4.444123195,7.683952571
0,-4.691613193,9.064294419
0,6.119797325,-1.813246016
0,6.281258776,-9.522272847
0,0.172069631,-5.837098324
0,-1.968542855,-7.073143045
0,-4.995351349,4.97717308
1,-2.861077073,-0.151319468
0,-7.229107163,0.90908681
0,-0.293289479,6.703120287
0,-4.419656641,2.78903744
0,-6.476073087,5.749356928
0,4.352372584,-5.994275928
0,-4.482758128,8.220601792
1,-0.28835882,2.228224859
0,-7.414785604,-1.87365864
0,8.090119913,3.189638488
0,-1.136933974,-8.024790025
0,-9.703656157,6.366204826
0,6.628852925,-3.949660424
0,-1.745086141,7.348828046
0,4.041503033,-3.483363731
0,4.948054702,6.988290497
0,-6.667834903,-9.434929904
0,2.140141694,7.0133457
0,8.420609021,1.201839317
0,7.470608734,9.888537779
1,-0.425901273,-1.509574227
0,4.317351522,3.693282551
1,4.386134872,-2.297789842
0,-3.204553715,4.63347941
0,4.087773928,6.768988689
1,2.029400058,3.918491957
0,-2.075644126,7.104652121
1,-4.893155031,0.498567635
0,-4.305105748,-9.197600424
0,8.878671263,7.645033534
0,1.591982132,4.909596489
0,-1.590806115,5.983783811
0,4.141984907,-7.214349275
0,5.639643369,-6.047888524
0,-7.978074667,4.328845454
0,9.827588931,-9.484876092
0,9.909192073,-3.034334411
1,-1.92235991,2.12941411
0,9.574316316,9.84566438
0,-9.313369179,6.334008151
1,2.384779473,0.088876245
0,6.990414172,-6.499843265
1,-0.109953712,4.16225774
0,-9.152121471,-5.359922585
0,7.069970778,1.373225278
0,-1.374293493,9.204625756
0,8.003861602,-7.571374044
0,-9.256426996,-3.324097443
0,-5.820525716,-5.455021589
0,-2.20515036,-9.775691965
0,-7.368648428,0.804732627
1,0.535549478,-3.015705029
0,2.419362145,-9.547522186
0,3.573543753,6.621421433
0,-7.605397917,0.718518963
0,-6.881941528,1.395883463
0,5.515099266,1.892920783
0,3.379101446,-7.610910565
0,-6.407939384,-5.002045215
0,-8.515147793,2.351394123
0,9.819896635,3.543324604
0,-1.219858333,8.990615413
0,-9.099000727,-3.445773393
0,6.243573484,5.103133504
0,6.115563288,0.498776045
0,-5.145197025,-2.176795153
0,-6.216260959,3.845365581
1,-2.038135212,3.285015381
0,-4.831530294,7.15982622
1,1.088857905,1.059867381
0,9.029177352,-8.735745923
0,3.846962131,7.599042899
0,6.046887844,7.079136713
0,-7.57557738,8.727945863
0,3.180203429,-9.434923766
0,-1.9846798,-5.468880209
0,-3.19939743,-9.436975115
0,5.067482686,-5.384104865
0,-2.971098795,-4.49738913
0,8.179953695,-9.060556058
1,4.563500789,-0.269422722
0,6.80782136,2.868436389
0,4.994222433,-7.858214574
0,-9.139973641,9.181586123
0,-7.037905863,-3.849181449
0,4.791086935,-1.694299908
0,6.036521519,0.369596195
0,7.807182232,-5.792352839
1,-0.168632703,3.444699695
1,-1.080005004,-0.866035202
0,4.369028522,7.98512787
0,-0.28664562,-7.640075559
0,7.704973098,3.09039693
0,-4.815395289,8.818838644
0,-0.789040488,8.280134038
0,-4.935431736,-1.682009079
0,8.889577641,0.052268705
0,-6.591970726,-8.443932172
1,1.452080854,-3.735397583
0,8.748350396,7.921610168
0,4.224594464,-7.84076489
1,2.06006756,-3.989201751
0,-5.636352931,6.651108639
0,-5.80178612,-1.752423059
1,-3.997968131,2.404403054
0,5.981719493,3.508924974
0,-8.844714209,9.665778027
0,2.826810973,6.086743047
0,7.842843657,4.291789776
0,7.094256265,-8.663988256
0,8.180452121,-6.127069606
0,7.13546979,-8.092627859
0,5.632259549,7.256700086
1,-1.642558112,-4.498448139
0,4.992984683,-9.661044442
0,9.370737117,8.565698735
0,-0.914151607,9.387737907
0,-9.152276167,7.234724789
1,3.471866951,2.937156843
0,0.914909778,-7.856305085
0,4.888955541,7.4066969
0,-5.890572555,-8.474423511
0,4.403388449,-8.764661621
0,2.328259345,-7.762929913
0,5.052798414,-4.021485708
0,-1.944472388,8.915581518
0,-1.391901299,8.318633868
1,-0.487320379,-2.951508614
0,-0.008085695,9.14137573
0,-4.909599669,7.118099262
1,-2.785160609,2.403779436
0,8.598819889,8.052474513
0,1.732138596,4.763247972
0,1.432071854,6.5250212
0,1.41248649,-9.179525482
0,-8.04856206,-8.769230711
0,-5.922138406,4.153075712
1,0.91550701,2.7972659
0,-8.757692744,-5.023722788
0,5.999525505,7.536719351
0,9.408002377,-0.863655459
0,-5.494761852,5.236933304
1,-3.628272897,1.282908341
0,-5.833029728,7.544676378
1,-3.145209804,-1.427484467
0,-3.56646148,-3.985573114
0,2.717769271,6.037859097
0,1.637836246,-8.196735024
1,2.704380488,-3.580162853
0,-5.809842741,-5.715044051
0,9.263413933,-7.626756701
0,2.211560385,-8.090752354
0,8.832623648,-3.069436765
0,4.67566775,8.368697509
1,-4.06972054,-0.331514445
1,3.157766886,1.809494154
0,-6.583420798,-1.782511146
0,8.027433117,0.816556252
0,8.988412038,2.764916704
0,-8.739276765,5.375038868
0,7.994524602,-6.224202122
0,4.347819793,-5.871407689
1,3.193773717,3.62348286
0,4.11852601,9.08573554
0,-3.333986327,9.778247086
0,-5.695831778,1.762515748
0,0.619723176,-5.338030529
0,7.728152113,-0.037669435
0,-0.103678365,-6.357647115
0,-4.727944661,-8.432393688
0,2.404037974,7.395149834
0,6.525640054,-7.883274896
0,-3.313071796,-3.949797457
1,-0.340865893,-2.04523115
0,-9.337109556,8.107508846
0,5.448709034,3.036190047
0,-8.675402331,0.868533086
0,-3.116707001,-9.655829831
0,-4.815182677,-2.605926255
0,2.430410356,-6.011765857
0,-7.622771507,-5.325825849
0,2.909983455,-9.569619169
1,2.847357231,1.79677504
1,-3.601627076,-2.99962848
0,3.859810681,-8.297753982
0,-7.810841348,7.900890839
0,-2.755910046,9.684767335
1,-3.458492396,-0.141847146
0,4.146120877,8.585968787
0,-8.239282251,-9.685370163
0,-0.595764533,6.536142864
1,-1.08738746,-4.043921972
0,0.746512776,-7.401132849
1,1.242680652,1.226678231
1,-2.345391766,1.194343461
1,3.889177945,-0.330260046
1,-2.325468875,2.716350813
0,2.748523383,9.908185559
1,1.614205664,1.16241697
1,-2.066337557,0.458842536
0,0.948313755,6.763274607
1,-0.80993606,0.61732769
0,-9.179810902,1.355635165
0,-3.203695643,-7.205831743
0,9.448587187,1.066045378
0,-8.406482681,4.750220774
0,1.252676728,6.477766138
0,-5.686721756,1.79157841
0,4.008351626,6.047252295
0,-2.079588596,-4.886140444
0,-0.526852774,-8.61340936
0,-3.559823655,7.294870581
1,-0.836748221,0.037175342
0,5.04628982,4.655525615
0,9.987113791,3.031172813
0,-1.267007421,-8.235978755
1,0.976850757,-3.85529601
1,0.379347634,4.487000284
0,-8.397424003,2.997766186
0,6.348538597,-9.471821161
1,-0.277632023,-2.353763475
0,-0.446036444,9.484929337
1,-0.214298612,1.872209964
0,8.895232683,-6.883398929
0,7.756751422,8.79678293
0,8.046845613,-3.723089821
0,8.457271748,7.415099736
0,-5.410543733,-4.858521748
0,-7.064230333,2.472590382
0,8.905962437,-3.570578024
1,0.829969406,-0.370388432
0,8.430597376,8.671105171
1,0.934016025,-2.282428971
0,-5.312057056,0.503249648
0,2.299916475,-7.233120289
0,-0.951929725,-6.587138396
0,-1.653598524,8.090010191
0,-4.285198222,5.805559674
1,-2.958721601,-3.980228824
0,-7.503286403,-9.343014457
0,-9.477166594,-2.322815528
0,-2.832039319,-6.217552651
0,1.801803404,-9.946767124
0,8.952338162,5.727975048
0,8.70284357,4.187991187
0,-2.880340472,6.483391028
0,2.995119861,-9.861359824
0,-7.043849481,-3.881223378
1,-3.04875084,0.431878899
1,2.27930546,4.37835575
0,-0.801658371,-8.096280335
0,-2.442901091,-6.203933028
1,2.281618135,3.56647958
0,-9.06251368,-5.246502153
0,7.982784299,2.301252935
0,-4.005979158,8.845425866
0,-6.317803522,-3.765180943
0,9.62573337,-6.855666134
0,5.248915614,3.333523432
0,-8.858605549,-8.711221674
1,-4.484917841,-0.796969223
0,-9.592837816,-9.294774684
0,-6.474538589,4.082609588
1,-1.55885696,4.132463766
0,9.172452831,-1.618733832
0,-6.68777892,-6.973173764
0,-0.59057822,-7.455032403
0,6.150287687,8.930901428
1,1.2935422,2.160935403
0,-6.123249622,-1.044876635
1,3.996244496,2.756089735
0,2.989495148,-8.758113851
0,4.045232047,6.221039993
0,4.986491707,9.610680723
0,-2.179927096,-8.892650436
1,3.000364929,3.244386114
0,-4.263209459,5.360219386
0,-5.807050879,-9.393783954
0,3.428132151,-5.890126735
1,-3.296068039,3.692802568
0,9.677975314,0.52190651
0,-6.56725285,3.746099466
0,1.017595723,6.901649793
0,7.073756775,7.06816393
0,-7.408448346,4.069401276
0,4.589675803,5.541734015
1,3.484975092,0.617208762
0,3.904160901,5.437467795
0,1.953514517,4.832354049
0,-0.772050542,5.886224438
0,-7.557977674,5.026747067
0,-8.504486989,8.885686116
0,6.560540391,-2.594258752
1,0.726406851,4.589853088
0,3.34602535,9.230954398
0,-5.988677036,0.049540062
0,9.236584762,1.388736746
0,-6.555693902,-9.739277345
0,-5.507136546,0.167535747
0,-8.301892699,1.691387695
0,7.745682399,-3.799987613
0,-2.526823616,-7.012005003
0,6.287953217,6.785001358
0,-8.419949805,3.340885303
1,-2.837300856,-2.7077069
0,9.177521331,7.740044022
0,3.138850628,8.842878011
0,9.609999778,-7.433210777
0,9.796375354,-8.841850166
1,1.389653273,-3.445308084
0,8.072691145,-0.877250303
1,3.893553985,0.10187878
1,3.619773365,-1.135055158
0,9.903074516,4.70619631
0,-6.518570816,5.934925031
0,-5.911215206,6.075338072
0,-6.295065766,-1.730706354
1,3.536984936,-0.796000426
0,-2.264701219,5.505615827
0,-2.120846274,6.56785596
0,9.79899261,-1.553763159
0,4.970805099,1.454265839
0,-5.593071041,-9.995799995
0,0.762104758,-9.196004141
0,9.992463195,5.889941239
0,9.731819171,-5.562927494
0,-4.058596703,5.596775531
1,-3.318389762,0.815270344
0,-7.768363995,-5.795613422
0,-3.672169812,-7.551982518
0,9.573011145,-2.612359447
0,6.37054228,9.372544775
0,8.949293428,4.853971114
0,-7.83090949,-2.090752261
1,-3.162987443,-0.823011837
0,4.432303858,-3.414182224
0,-6.707754652,-6.915079908
0,1.528809299,6.337184795
0,-9.896917605,7.800877772
0,7.761746649,-0.388428234
0,4.671717155,6.474275068
1,1.689215206,3.102472505
0,-8.012624019,0.208208057
1,-0.817084164,-2.355034426
0,5.462397313,-0.888691244
0,6.853163006,8.531429694
0,0.603843148,9.608180267
0,-5.976627606,-9.305902185
0,5.633129679,-3.5798414
0,4.828801579,-5.125525331
1,-1.9852593,-0.066400734
0,6.491437805,3.616021517
0,2.528286203,-4.704069788
1,-0.788180497,4.734090951
0,4.128973459,6.260149418
0,-9.935474595,-0.260620788
0,-8.811467718,5.189339187
1,3.242645633,-0.18934029
0,-8.10261617,3.082013052
0,2.072592205,7.361966198
0,5.744037772,-9.094194775
0,-3.131846073,4.707989463
0,4.558972804,-2.633336208
1,3.527108879,-2.065010367
0,4.518051723,4.940491003
0,-9.660208485,-2.446914397
0,5.233806893,5.658114244
0,-7.904202434,-0.430411014
0,-5.26658715,-4.090103752
0,2.994637559,-9.443276975
0,6.882622023,9.458287654
1,1.254620877,1.204403828
0,3.739147982,4.794935461
0,8.662076437,8.6821646
0,5.473015922,4.285331034
0,-8.303295371,4.080765496
0,7.806832746,-9.79072777
0,-2.178358714,-9.621566493
0,-5.012532122,0.033039071
1,1.447738734,-3.979461011
0,1.843251384,-5.926950513
0,6.745952889,-5.840856535
0,4.983922594,6.023896683
0,-7.228384379,-5.689159376
1,2.549140662,-1.426154646
0,3.975114528,8.082910865
0,2.444963944,-7.85126215
0,-6.796920131,2.831548861
1,-1.878008004,0.422008537
1,-4.439593985,-2.022855128
1,-0.54586144,0.863805269
0,-9.470014224,-3.24093278
0,9.03354366,-9.03782227
0,-8.968161279,4.645008898
0,-7.748026717,-7.359696297
0,-9.982442776,-2.54043533
0,-8.170488838,7.834120215
0,0.164635505,5.463337805
0,8.853404206,-0.937985697
1,-3.87323474,1.266784846
1,-1.493262854,2.503934417
0,-9.656138657,-9.509309849
1,-2.797859482,3.079138693
1,-3.58298581,-0.936923982
0,-9.804631781,1.031263165
0,-2.503192908,6.262541881
1,2.803227623,-0.898814361
0,0.797669555,6.288160109
0,1.940597831,5.167295988
0,-2.049534938,-6.274773294
1,-2.136219541,-2.045755662
0,5.761268552,-2.773703291
0,-4.987475046,-1.522421678
0,-9.80418175,9.417688939
0,6.567234899,1.389166199
1,-1.418229111,-2.740129323
0,-6.304394823,-1.08422225
0,6.100604817,-3.828018875
0,8.234775049,1.350877985
0,9.503202986,6.033685296
1,0.292972981,-1.484307686
0,6.626824581,-5.731271078
0,-6.637669554,-6.866879175
0,-0.052508107,-7.441528226
1,1.181324236,3.131348533
0,7.361934211,-1.715115745
0,5.957395759,4.918049507
0,-1.266970223,-7.225003319
0,6.25555408,6.616502505
0,-5.239576596,9.663638586
0,7.161532394,-4.494965722
0,-0.699010247,6.020164887
1,-4.363354173,2.255844265
0,-8.255261579,-7.468441377
0,6.72070667,9.650895038
0,1.266887913,5.92848882
0,7.000546885,-6.634406589
0,1.572654218,6.208439031
1,-1.572778672,0.152787408
0,1.354386765,-9.027267393
0,6.805819625,3.879928007
0,9.484665205,-3.022090206
0,-5.5244845,6.09256615
0,-1.027223121,7.219150673
1,-2.589695147,4.106176193
0,6.046962236,-4.596111252
1,1.481705001,1.697546677
0,-3.274557338,-8.262531733
1,1.880842098,4.526659988
1,2.856524792,0.851606883
0,7.639730335,4.951635626
1,2.988942471,1.445434953
0,-6.621419171,8.650912775
0,-5.164191199,4.130698664
0,6.47059916,-7.687678779
1,-0.207872902,-4.66673248
1,1.113621781,3.25933491
0,-1.607196703,6.056398929
0,7.603499881,7.10146978
0,4.411446315,-5.94369447
1,-1.132197246,3.930473483
0,3.640974627,9.370170018
0,5.537587657,2.710846021
0,-2.975324282,6.070536484
0,4.443450491,-6.602164065
0,-5.786821397,6.278669319
0,7.120492364,0.095871458
0,9.771573265,-5.371585282
0,-2.35637428,8.434607338
0,-9.465091824,5.958389285
0,5.883782711,-0.602341912
1,0.090516778,3.048292622
0,-1.922332557,-9.27781059
0,6.874313624,-2.243654618
0,-9.296743047,6.834813665
0,6.449099452,1.002590361
0,8.307865791,6.024956712
1,-3.114897791,2.292241658
1,0.1943377,-0.090458332
0,-3.286046239,-8.436627462
0,-4.745103891,4.560239152
1,3.985196838,-2.951628565
0,9.961892001,4.245615113
0,6.781072303,-0.175868126
0,-8.949048299,5.331489216
0,9.605039839,-3.669108405
0,-9.976577083,-5.177974614
0,2.290349761,-8.515619112
0,9.564798891,-6.068855506
0,-1.677528728,7.058056298
0,0.051156932,-6.266671133
1,-0.381251491,-4.682916053
0,-9.265760508,-7.201534399
1,3.729063081,0.443026629
0,-9.752837599,2.956915157
0,6.636854194,3.5244744
0,5.413247719,0.328652267
0,-6.794752769,2.163241596
0,-0.534258724,7.765480775
0,2.017902195,7.079237037
0,6.3869925,2.844728364
0,-3.44081308,-7.226103429
0,-4.410916796,8.798608821
1,3.236953498,1.676558034
0,4.830974713,-2.351874445
0,-3.31566211,-8.577791554
0,6.425818794,-6.600201947
0,-7.985496922,-3.734010071
0,-9.274336469,-1.477255106
0,5.194617806,8.365793033
0,-4.819370059,-4.54688935
0,-3.748245232,-6.489824375
0,7.413295011,-6.769642818
0,-4.397193412,-5.525338983
0,-0.395026537,5.590055042
0,-6.202005246,1.025019642
0,0.226404131,6.338731451
0,9.553575795,6.90412143
0,9.027308053,4.73656076
0,-6.042911535,8.894943441
0,5.22226432,-9.227265144
1,1.695812915,-3.036140242
0,8.542869213,7.952723108
0,5.115440774,-5.93937012
0,-8.176479833,-5.769084609
0,-6.354076955,-8.548138138
0,8.869432213,6.414952793
0,1.036982905,-7.49655973
0,6.217328734,5.137034518
0,-6.868087008,-6.136695893
0,7.426997593,-5.49952419
0,-4.031226519,7.255849618
0,-6.561739913,2.429234027
0,-8.294125514,9.580378813
0,-6.97484371,2.204036019
0,-4.944587395,7.145243567
0,-4.776273316,5.134032834
1,-0.517026119,-4.89487215
0,8.849689366,-0.658927648
0,9.642855205,-1.044801777
0,7.823936628,7.35315775
0,5.225713545,6.590140562
0,-3.938729784,-9.103559876
0,8.042908305,9.179490524
0,5.226051468,-0.929415688
0,-5.449114,-6.532158078
0,5.705803262,-5.557697024
0,3.730958495,6.704482786
0,-5.926072038,-3.178652419
0,-0.648348508,-9.358924516
0,-3.069299446,9.558906518
0,-9.645668778,-4.657874039
0,-0.19717958,-9.837078631
